cui;medical_term;semantic_types
C1540600;Cerebral seizure;dsyn
C1541124;Pyloric obstruction;dsyn
C1541923;Infective endocarditis;dsyn
C1542327;Fetus or newborn affected by alcohol transmitted via placenta or breast milk;dsyn
C1542834;Peak expiratory flow rate;fndg
C1545981;Wound edge;fndg
C1546956;Died;fndg
C1547673;Document type;inpr
C1551400;Complement fixation;lbpr
C1552644;Greek letter gamma;inpr
C1553116;Test strip technique;lbpr
C1561619;Partial edentulism;dsyn
C1561643;Chronic kidney disease;dsyn
C1561842;Idiopathic insomnia;mobd
C1562010;Langerhans cell histiocytosis of lung;dsyn
C1562392;Ligamentous strain;fndg
C1562413;Granulomatous abscess;patf
C1562415;Skin drag;fndg
C1562417;Supine abdominal X-ray;diap
C1562435;Placental site nodule;fndg
C1562447;Bucket handle rib motion;fndg
C1562450;Visceral dysfunction;fndg
C1562454;Peripheral keratitis;dsyn
C1562463;Backward bending;fndg
C1562585;Multibacillary leprosy;dsyn
C1562654;Temporal slowing;fndg
C1562694;Holoanencephaly;cgab
C1562792;Retrolisthesis;fndg
C1562820;Tender point;fndg
C1562839;Superficial white onychomycosis;dsyn
C1562908;Paucibacillary leprosy;dsyn
C1562937;Transient hallucinations;fndg
C1563135;Suspected pulmonary embolism;fndg
C1563164;Ropiness;fndg
C1563266;Sphenobasilar synchondrosis lateral strain;fndg
C1563715;Andersen cardiodysrhythmic periodic paralysis;dsyn
C1565172;Trigeminal autonomic cephalalgia;dsyn
C1565489;Impaired renal function;dsyn
C1565662;Acute renal impairment;dsyn
C1565887;Newborn physiological jaundice;sosy
C1567741;Alport's syndrome;dsyn
C1568247;Usher syndrome type 1;cgab,dsyn
C1568363;Tendinosis;dsyn
C1578545;Unprotected sexual intercourse;fndg
C1579838;Sore mouth;sosy
C1579931;Depressed - symptom;sosy
C1608983;Mal de debarquement syndrome;dsyn
C1609433;Congenital absence of kidneys syndrome;dsyn
C1609538;Inactive tuberculosis;dsyn
C1611171;Thalamic infarction;dsyn
C1611184;Calcification of coronary artery;patf
C1611269;Immunofixation electrophoresis (procedure);lbpr
C1619634;Erythrocyte sedimentation rate;lbtr
C1619692;Nephrogenic fibrosing dermopathy;dsyn
C1621353;Serous macular detachment;dsyn
C1621895;Adrenal hyperplasia;dsyn
C1622345;Meretoja syndrome;dsyn
C1622502;Portal cirrhosis;dsyn
C1623040;Breastfeeding (mother);fndg
C1623209;Okihiro syndrome;dsyn
C1623258;Electrocardiography;diap
C1626404;Post-pubertal;fndg
C1626417;Denuded skin;fndg
C1626912;Posterior pressure in eye;fndg
C1627365;Littoral cell angioma;dsyn
C1627756;Multifocal electroretinography;diap
C1627769;Pubertal;fndg
C1627773;Tissue texture abnormality;fndg
C1628325;Pre-pubertal;fndg
C1628485;Defecation reflex finding;fndg
C1629866;Sinoatrial nodal reentrant tachycardia;dsyn
C1630401;Fluoroscopic vaginography;diap
C1630403;Neck circumference (observable entity);fndg
C1630409;6-mar;fndg
C1630648;Propensity to adverse reactions to food;dsyn
C1631070;6/4.5;fndg
C1631597;Catecholaminergic polymorphic ventricular tachycardia;dsyn
C1632842;Complicated appendicitis;dsyn
C1633730;Fluorescein dye disappearance test;diap
C1634621;Fluoroscopic angiography of mesenteric artery;diap
C1635030;Benign breast condition;dsyn
C1636655;Unpleasant dreams;fndg
C1655386;Irukandji syndrome;dsyn
C1659593;Sialogram;diap
C1688635;Feeling unhappy;fndg
C1689996;Decreased blood eosinophil number (finding);fndg
C1690005;MRI venography;diap
C1690939;20/25;fndg
C1690968;US angiography;diap
C1691210;Child sex abuse (finding);fndg
C1691215;Hypospadias, penile;cgab
C1691228;Cystic kidney disease;dsyn
C1691779;Sensory hearing loss;dsyn
C1692871;Inflammatory polyarthritis;dsyn
C1692886;Bacterial arthritis, NOS;dsyn
C1696708;Prehypertension;dsyn
C1699041;Oligo-ovulation;fndg
C1699633;Positron emission tomography with computed tomography;diap
C1700247;Renal scarring;fndg
C1701940;Ventilator-associated pneumonia;dsyn
C1704202;Aspermia;fndg
C1704212;Embolus;fndg
C1704214;Lipogranuloma;dsyn
C1704268;Delusion of persecution;mobd
C1704274;Intrauterine adhesions;anab,dsyn
C1704276;Spasmodic movement;sosy
C1704330;Dental disease;dsyn
C1704373;Compulsive personality disorder NOS;mobd
C1704375;Hypophosphatemic rickets;dsyn
C1704377;Bright disease;dsyn
C1704380;Distal renal tubular acidosis;dsyn
C1704421;Skin pigmentation disorder;dsyn
C1704423;Milroy's disease;cgab,dsyn
C1704429;Familial hypoalphalipoproteinemia;dsyn
C1704430;Urinary schistosomiasis;dsyn
C1704431;Disorder of electrolytes;patf
C1704436;Peripheral arterial disease;dsyn
C1704766;Subjective refraction by fogging technique;diap
C1705232;CTCAE grade 5;fndg
C1705850;Before - dosing instruction fragment;inpr
C1706004;Anhidrotic ectodermal dysplasia;cgab
C1706472;Discontinue - dosing instruction imperative;inpr
C1706495;Upper case Roman letter L;inpr
C1706536;Greek letter phi;inpr
C1706559;Cornea verticillata;dsyn
C1709637;Preferred name;inpr
C1719404;Idiopathic transverse myelitis;dsyn
C1719767;Subtract - dosing instruction fragment;inpr
C1719788;Episodic ataxia type 1;dsyn
C1719822;Follow;inpr
C1719844;Omega;inpr
C1719914;Greek letter zeta;inpr
C1719918;Sigma;inpr
C1720037;Supranuclear gaze palsy;fndg
C1720092;Once - dosing instruction fragment;inpr
C1720169;Corneal epithelial fingerprint lines;fndg
C1720186;Numeral;inpr
C1720189;Episodic ataxia;dsyn
C1720243;1+ pitting edema;fndg
C1720245;Against-the-rule astigmatism;dsyn
C1720294;On (qualifier value);inpr
C1720296;Xi;inpr
C1720314;Greek letter lambda;inpr
C1720371;2+ pitting edema;fndg
C1720416;Episodic ataxia type 2 (disorder);dsyn
C1720436;Under anesthesia;fndg
C1720467;Only - dosing instruction fragment;inpr
C1720485;Corneal epithelial dots;fndg
C1720589;Chi;inpr
C1720655;Greek letter tau;inpr
C1720702;Inhale - dosing instruction imperative;inpr
C1720725;Twice - dosing instruction fragment;inpr
C1720732;Subretinal fluid (finding);fndg
C1720771;Hydrocoele;cgab,dsyn
C1721005;White folded gingivostomatosis;dsyn
C1721048;Capsule endoscopy;diap
C1721053;Female athlete syndrome;dsyn
C1723764;Chronic prostatitis - chronic pelvic pain syndrome;dsyn
C1735856;Migraine with typical aura;dsyn
C1735901;Recurrent deep vein thrombosis;dsyn
C1735914;Recurrent pulmonary embolism;dsyn
C1737329;Dysmorphism;cgab
C1739395;Takotsubo cardiomyopathy;dsyn
C1744559;Congenital ectodermal dysplasia of face;cgab,dsyn
C1744587;Difficulty balancing;fndg
C1744601;Abnormal heart beat;sosy
C1760428;Suicidal behavior;fndg
C1761609;Aspiration pneumonitis;dsyn
C1761613;Conjunctival hyperemia;sosy
C1768507;Yellow nails;sosy
C1785148;Rapp-Hodgkin ectodermal dysplasia syndrome;dsyn
C1800706;Idiopathic pulmonary fibrosis;dsyn
C1802395;Congenital muscular hypertrophy-cerebral syndrome;cgab,dsyn
C1809471;Familial benign hypercalcemia;dsyn
C1812609;Variola major;dsyn
C1820377;Type II reaction;patf
C1821417;Resting heart rate;fndg
C1822301;Wound tissue undermining;fndg
C1827170;Edema of extremity;fndg
C1827192;Allergic fungal sinusitis;dsyn
C1827246;Distance vision 6/30;fndg
C1827301;Extensively drug resistant tuberculosis;dsyn
C1827333;Unrelieved tension;fndg
C1827350;Inadequate healthcare;fndg
C1827377;Slow acetylator due to N-acetyltransferase enzyme variant;dsyn
C1827505;Turbulent blood flow;fndg
C1827524;Wide spaced nipples;fndg
C1827547;Repetitious behavior;fndg
C1827755;Physiologic pseudocyesis;patf
C1827820;Fast acetylator due to N-acetyltransferase enzyme variant;dsyn
C1827894;Upper urinary tract infection;dsyn
C1827973;Barbiturate withdrawal;dsyn
C1828173;Unexplained weight loss;fndg
C1828221;Non dystrophic myotonia;dsyn
C1828243;Emmetropization;fndg
C1828250;Neglectful parenting;fndg
C1828298;Recreational drug user;fndg
C1828378;Sinistrocardia;dsyn
C1829460;Tongue thrusting;fndg
C1829703;CPTI - Carnitine palmitoyltransferase deficiency type I;dsyn
C1832409;Crisponi syndrome;dsyn
C1832916;Timothy syndrome type 1;dsyn
C1832918;Brody myopathy;dsyn
C1833340;Parieto-occipital craniosynostosis;dsyn
C1833429;D-2-hydroxyglutaric aciduria;dsyn
C1833661;Paroxysmal extreme pain disorder;dsyn
C1834570;Myoclonic dystonia;dsyn
C1836544;Alpha-N-acetylgalactosaminidase deficiency;dsyn
C1836830;Developmental regression;dsyn
C1836929;Emanuel syndrome;dsyn
C1837657;Spondyloepiphyseal dysplasia, Omani type;dsyn
C1837658;Gross motor development delay;dsyn
C1839130;Dystonia musculorum deformans;dsyn
C1839259;Bulbospinal muscular atrophy;dsyn
C1839780;Fragile X associated tremor ataxia syndrome;dsyn
C1840077;Anteverted nostril;fndg
C1840235;Solitary median maxillary central incisor syndrome;dsyn
C1840311;Congenital cleft larynx;cgab
C1841679;Hand-foot-uterus syndrome;dsyn
C1842870;Chromosome 1p36 deletion syndrome;dsyn
C1843266;Dystonia of head;dsyn
C1843359;Orthokeratosis;fndg
C1843807;Biotin-responsive basal ganglia disease;cgab,dsyn
C1844383;Recurrent bacterial infection;fndg
C1844820;Range of joint movement increased;fndg
C1845668;Congenital bilateral perisylvian syndrome;cgab
C1846265;Microphthalmia syndromic 2;dsyn
C1846343;Bartter's syndrome type 3;dsyn
C1846496;HGPPS - horizontal gaze palsy with progressive scoliosis;dsyn
C1847524;Hyperopic astigmatism;dsyn
C1848395;Large-for-dates baby;fndg
C1848488;Pierre Robin syndrome with fetal chondrodysplasia;cgab,dsyn
C1848533;Ataxia with vitamin E deficiency;dsyn
C1848641;Profound sensorineural hearing loss;fndg
C1848862;Miller-McKusick-Malvaux syndrome;dsyn
C1848934;Spondylocarpotarsal synostosis syndrome;dsyn
C1849075;Relative macrocephaly;cgab
C1849128;Spastic paraplegia type 15;dsyn
C1849140;ARSACS - autosomal recessive spastic ataxia of Charlevoix-Saguenay;dsyn
C1849367;Nasal bridge wide;fndg
C1850386;Giant axonal neuropathy;dsyn
C1850554;Atelosteogenesis type 2;dsyn
C1850568;Nakajo syndrome;dsyn
C1852284;Mild to moderate hearing loss;fndg
C1852467;Sporadic Creutzfeldt-Jakob disease;dsyn
C1852759;Papillorenal syndrome;dsyn
C1853118;Severe congenital neutropenia;dsyn
C1853490;22q13.3 deletion syndrome;dsyn
C1853566;Genitopatellar syndrome;dsyn
C1853578;Neuroferritinopathy;dsyn
C1853926;Nonaka myopathy;cgab,dsyn
C1855310;Otospondylomegaepiphyseal dysplasia;cgab,dsyn
C1855995;L-2-hydroxyglutaric aciduria;dsyn
C1856113;Mowat-Wilson syndrome;dsyn
C1857276;Trichohepatoenteric syndrome;dsyn
C1857277;Donnai-Barrow syndrome;dsyn
C1857395;de Toni-Debre-Fanconi syndrome;dsyn
C1858391;Ataxia-telangiectasia-like disorder;dsyn
C1858517;Spinal muscular atrophy with respiratory distress type 1;dsyn
C1859040;Medullary cystic kidney disease type 2;dsyn
C1859486;Bietti's crystalline retinopathy;dsyn
C1859726;Arterial tortuosity syndrome;dsyn
C1859773;Syndromic microphthalmia 3;dsyn
C1861303;Arthrocutaneouveal granulamotosis;dsyn
C1861305;Tarsal-carpal coalition syndrome;cgab,dsyn
C1861439;Subglottic web;fndg
C1861922;Camptomelic dysplasia;cgab,dsyn
C1864002;GRACILE syndrome;dsyn
C1864436;Muenke syndrome;cgab,dsyn
C1864912;Deficiency of 2-methylbutyryl-CoA dehydrogenase;dsyn
C1864923;Neuronal ceroid lipofuscinosis 8;dsyn
C1865285;Megalencephaly-capillary malformation syndrome;cgab,dsyn
C1865349;Ethylmalonic encephalopathy;dsyn
C1866994;Ulnar-mammary syndrome;cgab,dsyn
C1868681;Dystonia 12;dsyn
C1868682;Paroxysmal kinesigenic choreoathetosis;dsyn
C1868714;Eagle syndrome;dsyn
C1869117;Paroxysmal nonkinesigenic dyskinesia;dsyn
C1879286;Lenegre-Lev syndrome;dsyn
C1879312;Agyria;cgab
C1879328;Blindness both eyes NOS (disorder);fndg
C1879338;Bereavement, life event (finding);fndg
C1879362;Hypertyrosinemia;dsyn
C1880304;Diagnostic laparoscopy;diap
C1882982;Screening colonoscopy;diap
C1947944;Use - dosing instruction imperative;inpr
C1955743;Mineralocorticoid deficiency;dsyn
C1955771;Acquired auditory processing disorder;dsyn
C1955774;Unilateral sensory hearing loss;dsyn
C1956089;Osteophyte;dsyn
C1956097;Wolf-Hirschhorn syndrome;dsyn
C1956257;Pulmonary stenosis NOS;dsyn
C1956346;Coronary artery disease;dsyn
C1956391;Temporal arteritis;dsyn
C1956414;Cardiac asthma;patf
C1956415;Paroxysmal nocturnal dyspnea;dsyn
C1959583;Myocardial failure;dsyn
C1959600;Obscure African cardiomyopathy;dsyn
C1959620;Dihydropyrimidine dehydrogenase deficiency;dsyn
C1959622;Distended vein;fndg
C1959833;Diagnostic blood test;diap
C1959849;Nontraumatic exertional compartment syndrome;dsyn
C1960036;Psychophysiologic insomnia;mobd
C1960116;Limited sensory perception;fndg
C1960160;Constant pain;fndg
C1960277;Shrinking lung syndrome;dsyn
C1960340;Fertiloscopy;diap
C1960437;Power doppler ultrasound;diap
C1960442;Type 6;inpr
C1960445;Tachycardia-induced cardiomyopathy;dsyn
C1960454;Human anaplasmosis;dsyn
C1960469;Left ventricular noncompaction;dsyn
C1960539;Maternal virilization due to placental aromatase deficiency;dsyn
C1960543;Bickerstaff's brainstem encephalitis;dsyn
C1960806;Protective equipment used;fndg
C1960870;Transformed migraine;dsyn
C1961001;Dry cornea;fndg
C1961006;Recent weight loss;fndg
C1961028;Oriented to place;fndg
C1961093;Dix-Hallpike maneuver;diap
C1961121;Congenital vascular anomaly;cgab
C1961835;Gaucher's disease, type I;cgab,dsyn
C1962916;Low grade (lymphoma grade) (finding);fndg
C1962917;High grade (lymphoma grade) (finding);fndg
C1962945;Radiographic imaging procedure;diap
C1963946;Laryngeal dystonia;dsyn
C1964256;Illumination;diap
C1969443;Trifunctional enzyme deficiency;dsyn
C1969623;Neurofibromatosis type 1-like syndrome;dsyn
C1969807;Occupational dystonia;dsyn
C1969817;Secondary nocturnal enuresis;fndg
C1970109;Aromatase excess syndrome;dsyn
C1970431;Pitt-Hopkins syndrome;dsyn
C1996927;Benzodiazepine misuse;fndg
C1997142;Organic failure to thrive;dsyn
C1997143;Wells deep vein thrombosis clinical probability score;fndg
C1997216;Spontaneous pain;fndg
C1997249;Pudendal neuralgia;dsyn
C1997348;Congenital inguinal hernia;cgab
C1997351;Left ventricular cardiac dysfunction;dsyn
C1997354;Early repolarization;fndg
C1997592;Unreliable laboratory result;fndg
C1997614;Thromboembolism of vein;patf
C1997739;Psychostimulant withdrawal;dsyn
C1997740;Segmental dystonia;dsyn
C1997879;Gustatory rhinitis;dsyn
C1997891;Rhytide of forehead;fndg
C1998004;Bath ankylosing spondylitis disease activity index;inpr
C1998028;Photoreceptor degeneration;dsyn
C1998045;Subclinical hyperthyroidism;dsyn
C1998061;Malassezia folliculitis;dsyn
C1998083;Inflammatory acne;dsyn
C1998095;Epizootic lymphangitis;dsyn
C1998143;Invasive fungal sinusitis;dsyn
C1998280;International prostate symptom score;inpr
C1998297;Recent myocardial infarction;fndg
C1998319;Functional capacity;fndg
C1998435;Typical angina;sosy
C1998726;Knowledgeable;fndg
C1999010;Impaired spontaneous ventilation;fndg
C2004435;Vascular insufficiency of intestine;dsyn
C2004456;Macronodular cirrhosis;dsyn
C2004487;Vaginospasm;dsyn
C2004489;Regurgitation;sosy
C2004491;Cicatrix;patf
C2004521;Vitamin B12 deficiency anemia;dsyn
C2015861;Multiple birth (finding);fndg
C2020284;Hereditary arthro-ophthalmopathy;dsyn
C2020625;Streptococcus agalactiae infection;dsyn
C2024965;Caries of smooth surface of tooth;dsyn
C2025219;Secondary carnitine deficiency;patf
C2028293;Haemophilus influenzae type b infection;dsyn
C2029348;Harlequin syndrome;dsyn
C2051288;Patellar apprehension test;diap
C2062728;Benzodiazepine withdrawal;mobd
C2062952;Round atelectasis;dsyn
C2063431;Total retinal detachment;dsyn
C2064450;Bilateral conjunctivitis;dsyn
C2076600;Influenza due to Influenza A virus subtype H1N1;dsyn
C2081572;Low lying placenta;fndg
C2129214;Loose stool;sosy
C2129310;Bisexual;fndg
C2129318;Morning vomiting;sosy
C2186938;Ataxic respiration;fndg
C2197066;Vertical maxillary excess;fndg
C2219848;Daytime somnolence;sosy
C2225524;Macromastia;fndg
C2228102;Femoral lymphadenopathy;patf
C2228139;Primary nocturnal enuresis;fndg
C2229939;Shiny skin;fndg
C2230138;Pulse slow (finding);fndg
C2239178;Newborn (finding);fndg
C2239180;Urodynamic studies (procedure);diap
C2239188;Burning feet syndrome;dsyn
C2239249;TSH receptor antibody level;fndg
C2240374;Eosinophil count raised (finding);lbtr
C2242472;Infection of bone;dsyn
C2242558;Pathologic calcification, calcified structure;fndg
C2242703;Cardiorenal syndrome;dsyn
C2242813;Ranula (disorder);dsyn
C2242817;Homocysteine measurement;lbpr
C2242979;Microbial culture (procedure);lbpr
C2242996;Has tingling sensation;sosy
C2243023;Constructional apraxia;fndg
C2243051;Large head (disorder);fndg
C2267227;Bulimia nervosa;mobd
C2267233;Neonatal hypotonia;dsyn
C2315100;Pediatric failure to thrive;dsyn
C2315245;Agonal respiration;fndg
C2315246;Acute pandysautonomia;dsyn
C2315344;Suspected deep vein thrombosis;fndg
C2315430;Orthostatic tremor;sosy
C2315536;Patellofemoral stress syndrome;dsyn
C2315695;Bilateral neural hearing loss;dsyn
C2315709;Fetal hydronephrosis;dsyn
C2315751;Endorectal ultrasonography;diap
C2315771;CT guided aspiration;diap
C2315777;Dystrophy of anterior cornea;dsyn
C2316160;Infection of bloodstream;patf
C2316212;Cryopyrin associated periodic syndrome;dsyn
C2316225;Chronic headache disorder;dsyn
C2316575;Intermediate syndrome;dsyn
C2316650;Chronic pain in face;fndg
C2316757;Increased creatine kinase level;fndg
C2316810;Chronic kidney disease stage 5;dsyn
C2317127;Suspected inflammatory arthritis;dsyn
C2317140;Computed tomography venography;diap
C2317321;Excessive dietary caloric intake;fndg
C2317476;Spinal dysgenesis;cgab
C2347126;Microscopic polyarteritis nodosa;dsyn
C2347612;Child-Pugh score;inpr
C2348199;Short QT syndrome;dsyn
C2349195;Acute myocardial infarction of anterior wall;dsyn
C2349423;Medication overuse headache;patf
C2349425;Hemicrania continua;dsyn
C2349426;New daily persistent headache;dsyn
C2349595;Fetal anemia;dsyn
C2349994;Tinea barbae;dsyn
C2350038;Molar incisor hypomineralization;dsyn
C2350236;Idiopathic interstitial pneumonia;dsyn
C2350476;Orbital myositis;dsyn
C2350529;Pulmonary aspergillosis;dsyn
C2350621;Eumycetoma;dsyn
